"party_id","party_size","is_callahead","section_preferences","table_status_created","table_status_seated","table_status_done"
3092,4,FALSE,"{0}",1472772628746,1472772699323,1472833801934
3093,3,FALSE,"{0}",1472772643782,,
3094,2,FALSE,"{0}",1472772681018,1472772891713,1472833766195
3096,,FALSE,"{0}",1472771637892,1472771637892,1472852222126
3097,2,FALSE,"{0}",1472772698986,1472772876196,1472833768379
3098,,FALSE,"{0}",1472771723513,1472771723514,1472852220593
3099,2,FALSE,"{13}",1472772854049,1472772854049,1472773366726
3100,,FALSE,"{0}",1472771936669,1472771936669,1472781161979
3101,,FALSE,"{0}",1472771941455,1472771941455,1472776440908
3102,,FALSE,"{0}",1472771945919,1472771945919,1472776453242
3103,2,FALSE,"{0}",1472772715354,1472772881367,1472833770212
3104,,FALSE,"{0}",1472772063979,1472772063979,1472778760420
3105,4,FALSE,"{0}",1472772728938,1472772929434,1472833736309
3106,,FALSE,"{0}",1472772173801,1472772173802,1472772311576
3107,,FALSE,"{0}",1472772223320,1472772223320,1472852422821
3108,,FALSE,"{0}",1472772360164,1472772360165,1472775661457
3109,2,FALSE,"{0}",1472775114334,1472775354347,1472833731242
3110,2,FALSE,"{0}",1472773061109,1472773251762,1472773626004
3111,2,FALSE,"{0}",1472773188777,1472773392910,1472833734824
3112,,FALSE,"{0}",1472772468759,1472772468759,1472778800055
3113,3,FALSE,"{13}",1472773294621,1472773366740,1472775220076
3114,4,FALSE,"{13}",1472774481068,1472774603802,1472833799732
3115,,FALSE,"{0}",1472772538152,1472772538152,1472852418203
3116,,FALSE,"{0}",1472772742667,1472772742667,1472852412221
3117,,FALSE,"{0}",1472772768170,1472772768171,1472852217942
3118,,FALSE,"{0}",1472772777054,1472772777055,1472773770331
3119,,FALSE,"{0}",1472772925645,1472772925645,1472772927966
3120,,FALSE,"{0}",1472772927742,1472772927742,1472852317978
3121,,FALSE,"{0}",1472772931799,1472772931799,1472852306094
3122,9,FALSE,"{0}",1472773210879,1472773305163,1472833944246
3123,4,FALSE,"{0}",1472773452563,1472773782883,1472833741075
3124,2,FALSE,"{0}",1472773510985,1472773549465,1472833949546
3125,2,FALSE,"{0}",1472773543688,1472773626017,1472833717932
3126,,FALSE,"{0}",1472773062992,1472773062993,1472778326448
3127,,FALSE,"{0}",1472773176158,1472773176158,1472778160532
3128,,FALSE,"{0}",1472773240744,1472773240744,1472777599402
3129,,FALSE,"{0}",1472773428956,1472773428956,1472778310294
3130,,FALSE,"{0}",1472773522163,1472773522163,1472781164469
3131,2,FALSE,"{0}",1472773706723,1472773706723,1472773717165
3132,2,FALSE,"{0}",1472773796409,1472773872085,1472833737859
3133,2,FALSE,"{0,13}",1472775038131,1472775349427,1472833946944
3134,,FALSE,"{0}",1472774098249,1472774098249,1472779799579
3135,4,FALSE,"{13}",1472775049281,1472775220089,1472833942476
3136,,FALSE,"{0}",1472774226087,1472774226088,1472781763126
3137,,FALSE,"{0}",1472774262571,1472774262571,1472852413939
3139,2,FALSE,"{0}",1472774718620,1472774835863,1472833764227
3140,,FALSE,"{0}",1472774419265,1472774419265,1472777216411
3141,,FALSE,"{0}",1472774421601,1472774421601,1472774490437
3143,,FALSE,"{0}",1472774516788,1472774516789,1472779768461
3144,,FALSE,"{0}",1472774594044,1472774594045,1472852224593
3145,,FALSE,"{0}",1472774785254,1472774785254,1472852208425
3146,2,FALSE,"{13}",1472775058599,1472775367785,1472833781296
3147,,FALSE,"{0}",1472774861842,1472774861842,1472776447026
3148,,FALSE,"{0}",1472774934812,1472774934813,1472777227679
3149,,FALSE,"{0}",1472775021101,1472775021101,1472852415340
3150,,FALSE,"{0}",1472775215680,1472775215680,1472778084147
3151,2,FALSE,"{13}",1472775431254,1472775431254,1472833778158
3152,,FALSE,"{0}",1472775268465,1472775268465,1472852419537
3153,,FALSE,"{0}",1472775307784,1472775307784,
3155,,FALSE,"{0}",1472775657677,1472775657677,1472775723868
3159,,FALSE,"{0}",1472776306473,1472776306474,1472852215676
3160,,FALSE,"{0}",1472776605966,1472776605966,1472780381511
3161,,FALSE,"{0}",1472776612081,1472776612081,1472778749955
3162,,FALSE,"{0}",1472776726407,1472776726407,1472852192878
3164,,FALSE,"{0}",1472776936568,1472776936568,1472852210745
3165,,FALSE,"{0}",1472776939682,1472776939682,1472852211571
3171,,FALSE,"{0}",1472777463365,1472777463365,1472781173801
3174,,FALSE,"{0}",1472777579037,1472777579037,1472852222839
3177,,FALSE,"{0}",1472777665822,1472777665822,1472852219407
3180,,FALSE,"{0}",1472777988144,1472777988144,1472852203375
3181,,FALSE,"{0}",1472776448497,1472776448498,1472852201191
3184,,FALSE,"{0}",1472778117282,1472778117282,1472852205076
3185,,FALSE,"{0}",1472778154401,1472778154401,1472852214109
3187,,FALSE,"{0}",1472778297205,1472778297205,1472852181643
3188,,FALSE,"{0}",1472778305847,1472778305847,1472852144638
3189,2,FALSE,"{0}",1472778451015,1472778451015,1472833720008
3190,,FALSE,"{0}",1472778378103,1472778378103,1472852209041
3192,,FALSE,"{0}",1472778568231,1472778568231,1472852421588
3195,,FALSE,"{0}",1472778768435,1472778768435,1472852234150
3197,,FALSE,"{0}",1472778887348,1472778887348,1472852308593
3198,,FALSE,"{0}",1472778895766,1472778895766,1472852312412
3199,,FALSE,"{0}",1472778897482,1472778897482,1472852310295
3200,,FALSE,"{0}",1472778899332,1472778899333,1472852322178
3201,,FALSE,"{0}",1472778900982,1472778900982,1472852324113
3202,,FALSE,"{0}",1472778964369,1472778964369,1472859821861
3203,,FALSE,"{0}",1472779006875,1472779006875,1472781755542
3204,,FALSE,"{0}",1472779077609,1472779077609,1472852224890
3205,,FALSE,"{0}",1472779153447,1472779153448,1472781715384
3207,,FALSE,"{0}",1472779933839,1472779933840,1472852220442
3208,,FALSE,"{0}",1472781392118,1472781392118,1472852218228
3209,,FALSE,"{0}",1472781522178,1472781522178,1472852191058
3210,,FALSE,"{0}",1472781758828,1472781758828,1472852213043
3211,,FALSE,"{0}",1472781783365,1472781783366,1472852179460
3212,,FALSE,"{0}",1472781871604,1472781871604,1472852215828
3213,,FALSE,"{0}",1472782055313,1472782055313,1472852141118
3214,2,FALSE,"{0}",1472828477318,,1472828572107
3215,2,FALSE,"{0}",1472829408460,1472830177355,1472831943208
3216,,FALSE,"{0}",1472829718221,1472829718221,1472830018170
3217,2,FALSE,"{0}",1472830081586,1472830100470,1472831944575
3220,6,FALSE,"{3}",1472833986737,,1472834228375
3225,2,FALSE,"{3}",1472836287104,1472836753396,1472841535533
3226,2,FALSE,"{3}",1472836203720,1472836206717,1472840214263
3227,3,FALSE,"{3}",1472835629911,1472835718476,1472845827797
3228,4,FALSE,"{3}",1472835732342,1472835822992,1472848969522
3230,4,FALSE,"{3}",1472837268483,1472838918780,1472839052063
3231,,FALSE,"{0}",1472834678375,1472834678375,1472837536246
3232,,FALSE,"{0}",1472834681093,1472834681094,1472860231920
3233,,FALSE,"{0}",1472834687283,1472834687283,1472837540763
3234,4,FALSE,"{0,3}",1472836957387,1472837362964,1472851311391
3235,2,FALSE,"{0,3}",1472836742287,1472837398667,1472864307896
3236,,FALSE,"{0}",1472835119382,1472835119382,1472836528882
3237,,FALSE,"{0}",1472835121615,1472835121615,1472835718465
3238,2,FALSE,"{3}",1472836262786,1472836747318,1472856172667
3239,2,FALSE,"{3}",1472836314723,1472836528906,1472839151107
3240,2,FALSE,"{3}",1472836335313,1472836727561,1472837362951
3241,5,FALSE,"{3}",1472837727355,1472837910930,1472925919143
3242,2,FALSE,"{0}",1472837412443,1472837536267,1472852609228
3243,4,FALSE,"{3}",1472836370385,1472836688563,1472852733873
3244,7,FALSE,"{0}",1472836590224,1472836736427,1472852825623
3245,2,FALSE,"{0}",1472836658463,1472836836225,1472856172686
3246,6,FALSE,"{0}",1472837080970,1472837485886,1472851254469
3247,4,FALSE,"{3}",1472836985580,1472837540785,1472843968012
3248,5,FALSE,"{0}",1472837749472,1472838111823,1472852327630
3249,4,FALSE,"{0}",1472837063198,,1472837719452
3251,5,FALSE,"{3}",1472839942178,1472840214292,1472844419204
3252,2,FALSE,"{3}",1472837325238,1472837587131,1472840251540
3253,3,FALSE,"{3}",1472838932629,1472839016676,1472845821782
3255,2,FALSE,"{0}",1472837787776,1472837907184,1472854185413
3256,2,FALSE,"{0}",1472838165937,,1472838894731
3257,2,FALSE,"{3}",1472838198601,1472838366154,1472840396364
3258,4,FALSE,"{0}",1472838178454,,1472838897841
3259,2,FALSE,"{3}",1472838988167,1472839151126,1472840199543
3260,4,FALSE,"{3}",1472839191441,1472839961138,1472851630560
3263,3,FALSE,"{3}",1472839690165,1472840199555,1472851318021
3264,10,FALSE,"{0}",1472840476949,1472840710864,1472851468727
3265,2,FALSE,"{3}",1472840123746,1472840251551,1472853301201
3266,2,FALSE,"{0}",1472838963297,1472839504053,1472861818496
3267,2,FALSE,"{3}",1472844419219,1472844419220,1472852943417
3268,6,FALSE,"{0}",1472839628838,,1472840397422
3269,3,FALSE,"{2}",1472839649204,1472839737845,1472857449334
3270,2,FALSE,"{3}",1472840222447,1472840396382,1472852205852
3271,2,FALSE,"{0}",1472840008519,1472840276498,1472867136835
3272,2,FALSE,"{0}",1472840029837,1472840205885,1472855403772
3273,2,FALSE,"{3}",1472840271927,1472840390703,1472841483781
3274,2,FALSE,"{0}",1472840051077,1472840140304,1472854642401
3276,2,FALSE,"{3}",1472841535551,1472841535551,1472854382055
3277,2,FALSE,"{0}",1472840071476,1472840132277,1472868805900
3278,4,FALSE,"{0}",1472840426117,1472840623747,1472853290130
3279,2,FALSE,"{3}",1472840894923,1472841192497,1472852327646
3280,4,FALSE,"{3}",1472841483792,1472841483792,1472845816198
3281,,FALSE,"{0}",1472841221257,1472841221257,1472855742959
3283,4,FALSE,"{3}",1472844446454,,1472845092427
3287,3,FALSE,"{3}",1472843968026,1472843968026,1472853290630
3289,4,FALSE,"{3}",1472845117179,1472845139893,1472853719797
3290,2,FALSE,"{3}",1472845179393,1472845458140,1472853301193
3291,2,FALSE,"{3}",1472845646148,1472845816212,1472853942393
3292,2,FALSE,"{3}",1472845671187,1472845821794,1472861338287
3293,2,FALSE,"{3}",1472845692244,1472845827808,1472853519766
3295,2,FALSE,"{3}",1472845997296,,1472846665864
3296,2,FALSE,"{3}",1472846037183,,1472846176554
3300,5,FALSE,"{3}",1472848827467,1472848969536,1472852853073
3301,4,FALSE,"{3}",1472848837807,,1472848973006
3302,16,FALSE,"{3}",1472852070147,1472852327668,1472861170094
3303,2,FALSE,"{3}",1472847039513,,1472847121532
3307,4,FALSE,"{0,3}",1472851089446,1472851468750,1472855568742
3308,2,FALSE,"{13}",1472850607445,1472850607446,1472852046257
3309,4,FALSE,"{3}",1472851101661,1472851311408,1472856856790
3310,4,FALSE,"{0,3}",1472851114944,1472851254484,1472856603248
3312,13,FALSE,"{3}",1472861257504,1472863165878,1472863400306
3313,3,FALSE,"{0}",1472852281798,1472852609240,1472853196436
3314,2,FALSE,"{0,3}",1472853314998,1472853519794,1472861203960
3315,2,FALSE,"{0,3}",1472851125449,,1472851824909
3316,6,FALSE,"{3}",1472853020802,1472853301214,1472860059687
3319,10,FALSE,"{0}",1472854794246,1472854794261,1472861789486
3320,5,FALSE,"{3}",1472852096388,1472852853090,1472860090187
3321,6,FALSE,"{0}",1472850984860,,1472851106292
3322,3,FALSE,"{3}",1472852323454,1472852511480,1472855428635
3325,2,FALSE,"{0,3}",1472852110554,1472852943436,1472857510673
3326,3,FALSE,"{3}",1472851134738,1472851318043,1472856526240
3328,3,FALSE,"{3}",1472858233806,,1472858714547
3329,6,FALSE,"{3}",1472855528797,1472855568758,1473009216688
3331,4,FALSE,"{0}",1472850997290,,1472851831188
3332,6,FALSE,"{2}",1472852723473,,1472853093920
3334,5,FALSE,"{0}",1472851959540,1472852205876,1472863165849
3335,8,FALSE,"{0}",1472851937902,1472851937909,1472856149174
3336,2,FALSE,"{3}",1472851155641,1472853290649,1472853953292
3337,4,FALSE,"{0}",1472852400576,,1472852966132
3338,8,FALSE,"{0}",1472856425522,1472856425522,1473279222496
3340,3,FALSE,"{3}",1472851163972,1472851630579,1472857374250
3341,3,FALSE,"{0}",1472853221662,1472853310620,1472857195008
3342,,FALSE,"{0}",1472850244487,1472850244487,1472851109944
3343,6,FALSE,"{0}",1472850859225,1472850859241,1472855658777
3344,5,FALSE,"{0}",1472852622119,1472852733890,1472864412240
3346,7,FALSE,"{3}",1472853433054,1472854406106,1472860987264
3348,4,FALSE,"{0}",1472852655647,1472852825655,1472857232979
3349,6,FALSE,"{3}",1472853366622,1472853719824,1472859107401
3350,6,FALSE,"{0}",1472853650090,1472853756043,1473279170060
3351,2,FALSE,"{3}",1472853470789,1472853953312,1472924750390
3352,5,FALSE,"{0}",1472854806571,1472855658796,1472859428201
3353,5,FALSE,"{0}",1472853778566,1472854185451,1472864195451
3354,3,FALSE,"{0}",1472852673439,1472853264039,1472857806944
3355,5,FALSE,"{0}",1472854213230,1472854307441,1472867136873
3356,2,FALSE,"{3}",1472853158873,1472853196468,1472857606549
3357,4,FALSE,"{3}",1472854012002,,1472854075793
3358,,FALSE,"{0}",1472851105278,1472851105278,1472859562448
3359,,FALSE,"{0}",1472851116648,1472851116649,1472938283193
3360,2,FALSE,"{3}",1472853486991,,1472854104758
3361,5,FALSE,"{0}",1472852691617,1472853290149,1472858704975
3362,8,FALSE,"{3}",1472855995139,1472856172711,1472861121108
3363,4,FALSE,"{3}",1472854647270,,1472854718048
3364,2,FALSE,"{3}",1472853876452,1472853942403,1472863165857
3365,8,FALSE,"{3}",1472856267264,1472856603270,1472862873508
3366,2,FALSE,"{3}",1472854254084,1472854382078,1472864986188
3367,,FALSE,"{0}",1472851521445,1472851521445,1472853837682
3368,8,FALSE,"{0}",1472854552649,,1472855344577
3369,5,FALSE,"{0}",1472856060664,1472856518231,1472941873549
3370,,FALSE,"{0}",1472851538964,1472851538964,1472856659091
3371,3,FALSE,"{3}",1472854998386,1472855428660,1472860154823
3373,,FALSE,"{0}",1472851651208,1472851651208,1472851654230
3374,,FALSE,"{0}",1472851665162,1472851665162,1472857944371
3375,2,FALSE,"{3}",1472856203033,1472856526256,1472860364418
3376,3,FALSE,"{13}",1472852046265,1472853377220,1472858764960
3377,3,FALSE,"{13}",1472852731029,1472853039643,1473279212044
3378,2,FALSE,"{0}",1472853104977,1472853328074,1472952373539
3379,2,FALSE,"{3}",1472859051892,1472859107414,1472864643710
3380,2,FALSE,"{0}",1472854227356,1472854431887,1472858618279
3381,4,FALSE,"{0}",1472856361542,1472856405832,1472863947909
3382,,FALSE,"{0}",1472852044608,1472852044608,1472853988648
3383,2,FALSE,"{3}",1472856807023,,1472856892736
3384,4,FALSE,"{0}",1472853954612,1472853981196,1472858990061
3385,6,FALSE,"{0,13}",1472853494394,1472853657210,1472863570788
3386,3,FALSE,"{2}",1472858253213,1472858704986,1472861622006
3387,4,FALSE,"{0}",1472853275577,1472853369128,1472854307410
3388,4,FALSE,"{0}",1472853601310,,1472854064452
3389,6,FALSE,"{0}",1472854944193,1472855042134,1472867136858
3391,4,FALSE,"{3}",1472855681209,1472855742977,1472862751086
3392,,FALSE,"{0}",1472852303308,1472852303308,1472857147313
3393,4,FALSE,"{0}",1472854481584,,1472854693013
3394,,FALSE,"{0}",1472852335071,1472852335072,1472852349369
3395,,FALSE,"{0}",1472852342203,1472852342203,1472852345702
3396,5,FALSE,"{0,3}",1472856705348,,1472857084604
3397,2,FALSE,"{0}",1472853631199,1472854190227,1472854431862
3398,3,FALSE,"{0}",1472854471586,1472854659965,1472861207502
3399,2,FALSE,"{0}",1472854499586,1472855888374,1472857353630
3400,3,FALSE,"{0}",1472854516042,1472854642411,1472858892433
3401,3,FALSE,"{3}",1472864457615,1472864562146,1473031793038
3403,2,FALSE,"{0}",1472854916954,1472854992792,1472859751095
3404,5,FALSE,"{0}",1472855368851,1472855403798,1472859667461
3405,7,FALSE,"{2}",1472855505791,,1472856018583
3406,5,FALSE,"{0}",1472856505006,1472856539706,1472860853191
3407,,FALSE,"{0}",1472852696325,1472852696326,1472858361108
3408,1,FALSE,"{3}",1472856989579,,1472857434273
3409,,FALSE,"{0}",1472852726398,1472852726398,1472855191856
3410,,FALSE,"{0}",1472852728475,1472852728476,1472855044695
3411,3,FALSE,"{3}",1472856074747,1472856856811,1472861648083
3413,8,FALSE,"{0}",1472859521476,1472859751132,1472862565360
3414,2,FALSE,"{0}",1472855176701,1472855481395,1472859360081
3415,4,FALSE,"{0}",1472856377073,,1472856823502
3416,3,FALSE,"{13}",1472853207020,,1472853494396
3417,4,FALSE,"{0}",1472856552959,1472856771470,1472860765708
3418,,FALSE,"{0}",1472853023751,1472853023751,1472857343274
3419,2,FALSE,"{0}",1472859022806,1472859123382,1472946066337
3420,4,FALSE,"{0}",1472856834552,,1472856839350
3421,7,FALSE,"{0}",1472856110085,1472856163157,1472859751069
3422,,FALSE,"{0}",1472852878478,1472852878478,1472859979050
3423,,FALSE,"{0}",1472852968530,1472852968530,1472855798222
3424,,FALSE,"{0}",1472852992698,1472852992698,1472859973949
3425,,FALSE,"{0}",1472852996882,1472852996883,1472859620996
3426,,FALSE,"{0}",1472853007685,1472853007685,1472853027683
3427,,FALSE,"{0}",1472853018203,1472853018203,1472853034400
3428,2,FALSE,"{0}",1472857052851,1472857195022,1472863750400
3429,2,FALSE,"{13,0}",1472855242675,1472856149202,1472859414680
3430,,FALSE,"{0}",1472853183343,1472853183343,1472858399925
3431,,FALSE,"{0}",1472853185638,1472853185638,1472858397959
3432,2,FALSE,"{0,2}",1472857062280,1472857353652,1472860493646
3433,4,FALSE,"{13}",1472855037946,1472855207600,1472859171797
3434,2,FALSE,"{0}",1472855880437,1472856152333,1472861065099
3435,3,FALSE,"{2}",1472857021173,1472858180677,1472868805927
3436,5,FALSE,"{3}",1472860675778,1472860738972,1472866328731
3437,2,FALSE,"{13}",1472855164767,1472855485764,1473279227995
3438,2,FALSE,"{0}",1472853537897,1472853716644,1472853848242
3439,2,FALSE,"{13}",1472854096904,1472854289479,1472858145492
3440,2,FALSE,"{0}",1472857116144,,1472857349253
3442,,FALSE,"{0}",1472853391552,1472853391552,1472858152779
3443,4,FALSE,"{2}",1472857093194,,1472858000091
3444,5,FALSE,"{0}",1472855092661,1472855624735,1472859110311
3445,4,FALSE,"{3}",1472857200203,,1472857301431
3446,3,FALSE,"{0}",1472857134263,1472857233012,1472864234999
3447,,FALSE,"{0}",1472853503628,1472853503628,1472859870977
3448,,FALSE,"{0}",1472853512916,1472853512916,1472857926287
3449,2,FALSE,"{3}",1472857317920,1472857374264,1472862751106
3450,,FALSE,"{0}",1472853556279,1472853556279,1472855398477
3451,5,FALSE,"{0}",1472855961295,1472856077522,1472859984147
3452,2,FALSE,"{0}",1472853731706,1472853848263,1472859217313
3453,6,FALSE,"{3}",1472861110118,1472861338298,1473116567903
3454,,FALSE,"{0}",1472853550346,1472853550346,1472858167015
3455,,FALSE,"{0}",1472853474175,1472853474175,1472860440475
3456,,FALSE,"{0}",1472853616633,1472853616633,1472859607626
3457,2,FALSE,"{3}",1472857443360,1472857510695,1472863165841
3458,3,FALSE,"{0}",1472854188079,1472854395150,1472859525479
3459,,FALSE,"{0}",1472853666817,1472853666817,1472860872850
3460,4,FALSE,"{0}",1472857349258,1472857449356,1473116540740
3461,3,FALSE,"{0}",1472857403770,1472857606570,1472863470374
3462,,FALSE,"{0}",1472853739424,1472853739424,1472941165712
3463,2,FALSE,"{3}",1472859635241,1472860059711,1472860738944
3464,,FALSE,"{0}",1472853770289,1472853770289,1472854640762
3465,2,FALSE,"{0}",1472854616672,1472854736482,1472858130682
3466,,FALSE,"{0}",1472853831712,1472853831712,1472858171500
3468,3,FALSE,"{0}",1472855616252,1472855727290,1472860212567
3469,2,FALSE,"{0}",1472855886639,1472856099135,1472858704372
3470,,FALSE,"{0}",1472853932636,1472853932636,1472864958527
3471,2,FALSE,"{0}",1472855896270,1472856119235,1472860229504
3472,,FALSE,"{0}",1472854050505,1472854050506,1472862248858
3473,4,FALSE,"{0}",1472857648831,1472857806967,1472865286542
3474,3,FALSE,"{0}",1472858154166,1472858298543,1472863346653
3475,2,FALSE,"{0}",1472856171994,1472856277945,1472862985848
3477,5,FALSE,"{0}",1472858983344,1472859110331,1472864068201
3478,2,FALSE,"{0}",1472856339290,1472856369458,1472860979765
3480,4,FALSE,"{0}",1472856838630,1472856984152,1472861473400
3481,,FALSE,"{0}",1472854231509,1472854231509,1472858158079
3482,,FALSE,"{0}",1472854233591,1472854233591,1472858383575
3483,4,FALSE,"{0}",1472864136480,1472864235021,1473203772667
3484,4,FALSE,"{0}",1472854876594,,1472855399372
3485,2,FALSE,"{3}",1472860101170,1472860364428,1472866142770
3486,2,FALSE,"{0,13}",1472857742405,1472857917899,1472858768237
3487,2,FALSE,"{0}",1472856349247,,1472856885683
3488,,FALSE,"{0}",1472854300863,1472854300863,1472862391467
3489,,FALSE,"{0}",1472854303994,1472854303994,1472861087250
3490,2,FALSE,"{3}",1472860122112,1472860231930,1472928907095
3491,3,FALSE,"{0}",1472858773286,1472861203980,1472866446881
3493,,FALSE,"{0}",1472854448970,1472854448970,1472941138545
3494,,FALSE,"{0}",1472854451023,1472854451023,1472859804244
3496,4,FALSE,"{0}",1472858812677,1472858892451,1473012587066
3497,4,FALSE,"{0}",1472859586522,1472859667470,1472865426792
3498,3,FALSE,"{3}",1472860548965,,1472860678135
3499,2,FALSE,"{0}",1472857286318,1472857799388,1472860869758
3500,2,FALSE,"{0}",1472856464435,1472856729490,1473279155657
3501,2,FALSE,"{0}",1472858201177,1472858618289,1472866009746
3502,,FALSE,"{0}",1472854636800,1472854636800,1472858417692
3505,3,FALSE,"{0}",1472855431207,1472855786121,1472862601295
3507,,FALSE,"{0}",1472854673852,1472854673852,1472858410262
3508,,FALSE,"{0}",1472854676288,1472854676288,1472858404593
3509,,FALSE,"{0}",1472854678101,1472854678101,1472858402206
3510,,FALSE,"{0}",1472854680050,1472854680050,1472858395878
3511,,FALSE,"{0}",1472854719302,1472854719302,1472860892782
3512,,FALSE,"{0}",1472854784089,1472854784089,1472858943269
3513,4,FALSE,"{0}",1472855716071,1472855913825,1472866391183
3514,,FALSE,"{0}",1472854849375,1472854849375,1472858137395
3515,,FALSE,"{0}",1472854856825,1472854856825,1472938297228
3516,2,FALSE,"{13}",1472857007893,1472857237069,1472862712710
3517,2,FALSE,"{0}",1472856718902,1472856748027,1472861414418
3518,2,FALSE,"{0}",1472856885690,1472857030744,1472861861506
3519,3,FALSE,"{0}",1472858885463,1472858990075,1472862261625
3521,2,FALSE,"{0}",1472857329606,,1472857727104
3522,2,FALSE,"{0}",1472864240884,1472864307923,1473008623835
3525,3,FALSE,"{0}",1472858617578,1472859171819,1472863108728
3526,,FALSE,"{0}",1472855071738,1472855071738,1472858108193
3527,,FALSE,"{0}",1472855073873,1472855073873,1472861063196
3528,,FALSE,"{0}",1472855080505,1472855080506,1472855811090
3529,,FALSE,"{0}",1472855081892,1472855081892,1472858128945
3530,,FALSE,"{0}",1472855083790,1472855083790,1472858125128
3532,3,FALSE,"{0}",1472856136241,,1472857064784
3533,2,FALSE,"{0}",1472857636846,1472858010649,1472858017142
3534,,FALSE,"{0}",1472855159186,1472855159186,1472938304879
3536,2,FALSE,"{3}",1472860958833,1472861121131,1472865043472
3537,,FALSE,"{0}",1472855221120,1472855221120,1472855605076
3538,10,FALSE,"{0}",1472861789505,1472861789505,1473279192712
3540,4,FALSE,"{0}",1472860594097,1472860869770,1472866121875
3541,,FALSE,"{0}",1472855292179,1472855292179,1472856953884
3543,2,FALSE,"{0}",1472858625291,1472861622013,1473012548714
3545,4,FALSE,"{0}",1472859724369,1472860090197,1472865279946
3549,3,FALSE,"{0}",1472858685042,1472858764975,1472863393031
3550,5,FALSE,"{0}",1472860078217,1472860154843,1472864562133
3551,10,FALSE,"{0}",1472861060547,1472861170131,1472866585638
3552,2,FALSE,"{0}",1472858059570,1472858145515,1473279198614
3553,3,FALSE,"{0}",1472858793028,1472859091215,1472866512629
3555,6,FALSE,"{0}",1472859905884,1472859984158,1472863603600
3556,,FALSE,"{0}",1472855643142,1472855643142,1472908432411
3557,,FALSE,"{0}",1472855667236,1472855667236,1472941280951
3559,,FALSE,"{0}",1472855673333,1472855673333,1472860261866
3560,,FALSE,"{0}",1472855754187,1472855754187,1472938277311
3561,8,FALSE,"{0}",1472860288078,1472860493661,1472868805941
3562,,FALSE,"{0}",1472855788568,1472855788568,1472856958650
3563,,FALSE,"{0}",1472855838575,1472855838575,1472858121445
3564,,FALSE,"{0}",1472855869762,1472855869764,1472858131860
3565,,FALSE,"{0}",1472855889850,1472855889850,1472938313514
3569,,FALSE,"{0}",1472855937318,1472855937318,1472938274344
3571,,FALSE,"{0}",1472855992526,1472855992526,1472938263361
3572,8,FALSE,"{3}",1472862051542,1472862751135,1472941819306
3574,2,FALSE,"{0}",1472858268364,,1472858452900
3575,2,FALSE,"{0}",1472858882930,,1472859372882
3576,,FALSE,"{0}",1472856138964,1472856138964,1472856153647
3577,,FALSE,"{0}",1472856193658,1472856193658,1472938310480
3578,2,FALSE,"{0}",1472859606018,1472859740234,1473031509117
3580,6,FALSE,"{0}",1472859447684,1472859503860,1472863914691
3582,6,FALSE,"{0}",1472860936116,,1472861511809
3583,4,FALSE,"{0}",1472859489521,1472859525499,1472864674007
3585,4,FALSE,"{0}",1472860639138,1472860765733,1472860775099
3586,2,FALSE,"{0}",1472859046482,1472859217324,1473279126673
3587,2,FALSE,"{0}",1472858052987,1472858130706,1472861246186
3588,2,FALSE,"{0}",1472861298100,,1472861665416
3589,2,FALSE,"{0}",1472858427875,1472858704397,1472865678846
3591,2,FALSE,"{13}",1472859230997,1472859360107,1472866583456
3592,2,FALSE,"{0}",1472861539195,1472861648103,1472947194661
3593,2,FALSE,"{3}",1472861586493,1472861720731,1472866661936
3594,2,FALSE,"{0}",1472859369859,1472859414695,1472861988675
3595,3,FALSE,"{0}",1472861874894,,1472862454212
3596,5,FALSE,"{0}",1472861007861,1472861322758,1472941873538
3597,2,FALSE,"{0}",1472861668058,1472861818509,1473024057762
3598,8,FALSE,"{0}",1472860491283,1472860856470,1472866260190
3599,2,FALSE,"{0}",1472861832713,1472862312156,1472926713982
3600,2,FALSE,"{0}",1472860166090,1472860229518,1472863282405
3601,2,FALSE,"{0}",1472860404944,1472861065107,1472865349554
3603,4,FALSE,"{0}",1472860144155,1472860212577,1472867099338
3604,2,FALSE,"{0}",1472861844516,1472862565388,1472940305536
3606,3,FALSE,"{0}",1472859190495,1472859428225,1472864041654
3607,2,FALSE,"{0}",1472862488649,,1472863095864
3608,2,FALSE,"{0}",1472860533078,1472860979778,1472866893063
3609,2,FALSE,"{0}",1472862623575,1472862873520,1472863210923
3610,4,FALSE,"{0}",1472861052553,,1472861468360
3611,2,FALSE,"{0}",1472863107101,,1472863685965
3612,2,FALSE,"{0}",1472860544128,,1472860998863
3613,2,FALSE,"{0}",1472861096091,1472861246198,1472866159394
3614,,FALSE,"{0}",1472857371611,1472857371612,1472938307730
3615,4,FALSE,"{0}",1472862348934,,1472863195299
3616,,FALSE,"{0}",1472857439545,1472857439545,1472938290412
3617,4,FALSE,"{0}",1472861113308,1472861207513,1473279190293
3618,2,FALSE,"{0}",1472861134159,1472861473407,1472861629134
3621,2,FALSE,"{0}",1472861400708,1472861400708,1473279138881
3623,2,FALSE,"{0}",1472861629141,1472861629141,1472865468241
3624,2,FALSE,"{0}",1472861414435,1472861414436,1472865936072
3626,,FALSE,"{0}",1472857629224,1472857629224,1472857632254
3627,6,FALSE,"{0}",1472862320398,1472862467275,1473010890973
3628,2,FALSE,"{0}",1472861817561,1472861988691,1472867134889
